Sequence_ID,EC_Number,PDB_ID,Chain_ID,PDB_Chain,Query_PDB,Template_PDB,RMSD,Aligned_Atoms,Nucleotide_Found,PNG_File,PDB_File
P32016,7.6.2.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P32016_7.6.2.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.595,477,False,P32016_7.6.2.12_vs_121p_A_visualization.png,P32016_7.6.2.12_vs_121p_A_aligned.pdb
P57013,7.6.2.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P57013_7.6.2.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.533,519,False,P57013_7.6.2.12_vs_121p_A_visualization.png,P57013_7.6.2.12_vs_121p_A_aligned.pdb
A1JJB7,3.6.1.73,2q16,B,2q16B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1JJB7_3.6.1.73.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2q16_B.pdb,13.139,458,False,A1JJB7_3.6.1.73_vs_2q16_B_visualization.png,A1JJB7_3.6.1.73_vs_2q16_B_aligned.pdb
A3MVS2,3.6.1.73,2q16,B,2q16B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3MVS2_3.6.1.73.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2q16_B.pdb,5.747,354,False,A3MVS2_3.6.1.73_vs_2q16_B_visualization.png,A3MVS2_3.6.1.73_vs_2q16_B_aligned.pdb
A1RUC0,3.6.1.73,2q16,B,2q16B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1RUC0_3.6.1.73.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2q16_B.pdb,5.850,420,False,A1RUC0_3.6.1.73_vs_2q16_B_visualization.png,A1RUC0_3.6.1.73_vs_2q16_B_aligned.pdb
A0L0M2,3.6.1.73,2q16,B,2q16B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L0M2_3.6.1.73.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2q16_B.pdb,4.217,194,False,A0L0M2_3.6.1.73_vs_2q16_B_visualization.png,A0L0M2_3.6.1.73_vs_2q16_B_aligned.pdb
A4TQH6,3.6.1.73,2q16,B,2q16B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4TQH6_3.6.1.73.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2q16_B.pdb,12.499,444,False,A4TQH6_3.6.1.73_vs_2q16_B_visualization.png,A4TQH6_3.6.1.73_vs_2q16_B_aligned.pdb
A1V0B1,2.7.4.23,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1V0B1_2.7.4.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.273,825,False,A1V0B1_2.7.4.23_vs_121p_A_visualization.png,A1V0B1_2.7.4.23_vs_121p_A_aligned.pdb
A6TH13,2.7.4.23,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6TH13_2.7.4.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,11.590,789,False,A6TH13_2.7.4.23_vs_121p_A_visualization.png,A6TH13_2.7.4.23_vs_121p_A_aligned.pdb
A6SU94,2.7.4.23,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6SU94_2.7.4.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.583,314,False,A6SU94_2.7.4.23_vs_121p_A_visualization.png,A6SU94_2.7.4.23_vs_121p_A_aligned.pdb
A1T0U7,2.7.4.23,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1T0U7_2.7.4.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.783,726,False,A1T0U7_2.7.4.23_vs_121p_A_visualization.png,A1T0U7_2.7.4.23_vs_121p_A_aligned.pdb
A5G2M7,2.7.4.23,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5G2M7_2.7.4.23.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.445,232,False,A5G2M7_2.7.4.23_vs_121p_A_visualization.png,A5G2M7_2.7.4.23_vs_121p_A_aligned.pdb
O80526,2.3.3.8,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O80526_2.3.3.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,10.643,437,False,O80526_2.3.3.8_vs_5dgh_A_visualization.png,O80526_2.3.3.8_vs_5dgh_A_aligned.pdb
O22718,2.3.3.8,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O22718_2.3.3.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,7.913,270,False,O22718_2.3.3.8_vs_5dgh_A_visualization.png,O22718_2.3.3.8_vs_5dgh_A_aligned.pdb
Q9R9D6,2.7.1.235,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9R9D6_2.7.1.235.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,16.109,654,True,Q9R9D6_2.7.1.235_vs_3dnt_A_visualization.png,Q9R9D6_2.7.1.235_vs_3dnt_A_aligned.pdb
Q06995,2.7.1.235,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q06995_2.7.1.235.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,17.016,722,True,Q06995_2.7.1.235_vs_3dnt_A_visualization.png,Q06995_2.7.1.235_vs_3dnt_A_aligned.pdb
P25741,2.7.1.235,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P25741_2.7.1.235.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,20.641,1288,True,P25741_2.7.1.235_vs_3dnt_A_visualization.png,P25741_2.7.1.235_vs_3dnt_A_aligned.pdb
Q9HUF7,2.7.1.235,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9HUF7_2.7.1.235.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,7.390,246,True,Q9HUF7_2.7.1.235_vs_3dnt_A_visualization.png,Q9HUF7_2.7.1.235_vs_3dnt_A_aligned.pdb
Q0SZJ3,7.2.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0SZJ3_7.2.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.262,611,False,Q0SZJ3_7.2.2.11_vs_121p_A_visualization.png,Q0SZJ3_7.2.2.11_vs_121p_A_aligned.pdb
P33593,7.2.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P33593_7.2.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.865,793,False,P33593_7.2.2.11_vs_121p_A_visualization.png,P33593_7.2.2.11_vs_121p_A_aligned.pdb
Q0SZJ4,7.2.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0SZJ4_7.2.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.822,795,False,Q0SZJ4_7.2.2.11_vs_121p_A_visualization.png,Q0SZJ4_7.2.2.11_vs_121p_A_aligned.pdb
P33594,7.2.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P33594_7.2.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.237,610,False,P33594_7.2.2.11_vs_121p_A_visualization.png,P33594_7.2.2.11_vs_121p_A_aligned.pdb
Q0TBX8,7.2.2.11,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0TBX8_7.2.2.11.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.243,611,False,Q0TBX8_7.2.2.11_vs_121p_A_visualization.png,Q0TBX8_7.2.2.11_vs_121p_A_aligned.pdb
A0KE71,7.6.2.14,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KE71_7.6.2.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.612,194,False,A0KE71_7.6.2.14_vs_121p_A_visualization.png,A0KE71_7.6.2.14_vs_121p_A_aligned.pdb
A1A9L0,7.6.2.14,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1A9L0_7.6.2.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,6.164,196,False,A1A9L0_7.6.2.14_vs_121p_A_visualization.png,A1A9L0_7.6.2.14_vs_121p_A_aligned.pdb
A0RFA4,7.6.2.14,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0RFA4_7.6.2.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,7.930,205,False,A0RFA4_7.6.2.14_vs_121p_A_visualization.png,A0RFA4_7.6.2.14_vs_121p_A_aligned.pdb
A0K739,7.6.2.14,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K739_7.6.2.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.649,69,False,A0K739_7.6.2.14_vs_121p_A_visualization.png,A0K739_7.6.2.14_vs_121p_A_aligned.pdb
A0QFE1,7.6.2.14,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QFE1_7.6.2.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,0.607,71,False,A0QFE1_7.6.2.14_vs_121p_A_visualization.png,A0QFE1_7.6.2.14_vs_121p_A_aligned.pdb
A0LIS2,2.7.7.60,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LIS2_2.7.7.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,16.123,1083,False,A0LIS2_2.7.7.60_vs_6b5k_A_visualization.png,A0LIS2_2.7.7.60_vs_6b5k_A_aligned.pdb
A0KGH5,2.7.7.60,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KGH5_2.7.7.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,11.863,900,False,A0KGH5_2.7.7.60_vs_6b5k_A_visualization.png,A0KGH5_2.7.7.60_vs_6b5k_A_aligned.pdb
A0PV29,2.7.7.60,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PV29_2.7.7.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,13.931,776,False,A0PV29_2.7.7.60_vs_6b5k_A_visualization.png,A0PV29_2.7.7.60_vs_6b5k_A_aligned.pdb
A0K867,2.7.7.60,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K867_2.7.7.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,18.278,1011,False,A0K867_2.7.7.60_vs_6b5k_A_visualization.png,A0K867_2.7.7.60_vs_6b5k_A_aligned.pdb
A0PXS4,2.7.7.60,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PXS4_2.7.7.60.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,16.140,872,False,A0PXS4_2.7.7.60_vs_6b5k_A_visualization.png,A0PXS4_2.7.7.60_vs_6b5k_A_aligned.pdb
P15031,7.2.2.18,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P15031_7.2.2.18.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,14.362,307,False,P15031_7.2.2.18_vs_121p_A_visualization.png,P15031_7.2.2.18_vs_121p_A_aligned.pdb
A1JRI2,7.2.2.20,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1JRI2_7.2.2.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,17.609,782,False,A1JRI2_7.2.2.20_vs_121p_A_visualization.png,A1JRI2_7.2.2.20_vs_121p_A_aligned.pdb
A0LCH8,7.2.2.20,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LCH8_7.2.2.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.365,337,False,A0LCH8_7.2.2.20_vs_121p_A_visualization.png,A0LCH8_7.2.2.20_vs_121p_A_aligned.pdb
A1AC19,7.2.2.20,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1AC19_7.2.2.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,11.450,265,False,A1AC19_7.2.2.20_vs_121p_A_visualization.png,A1AC19_7.2.2.20_vs_121p_A_aligned.pdb
A1B9K8,7.2.2.20,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1B9K8_7.2.2.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.455,664,False,A1B9K8_7.2.2.20_vs_121p_A_visualization.png,A1B9K8_7.2.2.20_vs_121p_A_aligned.pdb
A0KPH6,7.2.2.20,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KPH6_7.2.2.20.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.343,437,False,A0KPH6_7.2.2.20_vs_121p_A_visualization.png,A0KPH6_7.2.2.20_vs_121p_A_aligned.pdb
P0A5I5,2.7.4.8,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0A5I5_2.7.4.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,10.797,334,False,P0A5I5_2.7.4.8_vs_121p_A_visualization.png,P0A5I5_2.7.4.8_vs_121p_A_aligned.pdb
O34328,2.7.4.8,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O34328_2.7.4.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.433,612,False,O34328_2.7.4.8_vs_121p_A_visualization.png,O34328_2.7.4.8_vs_121p_A_aligned.pdb
P0C0M8,2.7.4.8,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0C0M8_2.7.4.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.735,527,False,P0C0M8_2.7.4.8_vs_121p_A_visualization.png,P0C0M8_2.7.4.8_vs_121p_A_aligned.pdb
P0C0M9,2.7.4.8,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0C0M9_2.7.4.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,17.013,909,False,P0C0M9_2.7.4.8_vs_121p_A_visualization.png,P0C0M9_2.7.4.8_vs_121p_A_aligned.pdb
O84033,2.7.4.8,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O84033_2.7.4.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,13.181,420,False,O84033_2.7.4.8_vs_121p_A_visualization.png,O84033_2.7.4.8_vs_121p_A_aligned.pdb
A0KN91,2.7.7.18,1j09,A,1j09A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KN91_2.7.7.18.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1j09_A.pdb,15.052,523,True,A0KN91_2.7.7.18_vs_1j09_A_visualization.png,A0KN91_2.7.7.18_vs_1j09_A_aligned.pdb
A0KTW4,2.7.7.18,1j09,A,1j09A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KTW4_2.7.7.18.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1j09_A.pdb,18.145,765,True,A0KTW4_2.7.7.18_vs_1j09_A_visualization.png,A0KTW4_2.7.7.18_vs_1j09_A_aligned.pdb
A0AIT7,2.7.7.18,1j09,A,1j09A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AIT7_2.7.7.18.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1j09_A.pdb,20.721,726,True,A0AIT7_2.7.7.18_vs_1j09_A_visualization.png,A0AIT7_2.7.7.18_vs_1j09_A_aligned.pdb
A0JXJ4,2.7.7.18,1j09,A,1j09A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JXJ4_2.7.7.18.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1j09_A.pdb,16.432,677,True,A0JXJ4_2.7.7.18_vs_1j09_A_visualization.png,A0JXJ4_2.7.7.18_vs_1j09_A_aligned.pdb
A0LSX5,2.7.7.18,1j09,A,1j09A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LSX5_2.7.7.18.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1j09_A.pdb,19.495,782,True,A0LSX5_2.7.7.18_vs_1j09_A_visualization.png,A0LSX5_2.7.7.18_vs_1j09_A_aligned.pdb
A0Q7B6,6.3.4.19,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0Q7B6_6.3.4.19.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,18.456,700,True,A0Q7B6_6.3.4.19_vs_1mb9_B_visualization.png,A0Q7B6_6.3.4.19_vs_1mb9_B_aligned.pdb
A1K3X8,6.3.4.19,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1K3X8_6.3.4.19.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,23.813,1209,True,A1K3X8_6.3.4.19_vs_1mb9_B_visualization.png,A1K3X8_6.3.4.19_vs_1mb9_B_aligned.pdb
A1VRB1,6.3.4.19,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1VRB1_6.3.4.19.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,16.703,781,True,A1VRB1_6.3.4.19_vs_1mb9_B_visualization.png,A1VRB1_6.3.4.19_vs_1mb9_B_aligned.pdb
A2SIL9,6.3.4.19,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2SIL9_6.3.4.19.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,26.003,1666,True,A2SIL9_6.3.4.19_vs_1mb9_B_visualization.png,A2SIL9_6.3.4.19_vs_1mb9_B_aligned.pdb
A2C5B5,6.3.4.19,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2C5B5_6.3.4.19.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,16.472,514,True,A2C5B5_6.3.4.19_vs_1mb9_B_visualization.png,A2C5B5_6.3.4.19_vs_1mb9_B_aligned.pdb
A6VGE8,3.6.5.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6VGE8_3.6.5.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.475,175,False,A6VGE8_3.6.5.3_vs_121p_A_visualization.png,A6VGE8_3.6.5.3_vs_121p_A_aligned.pdb
A6UPK8,3.6.5.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6UPK8_3.6.5.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.561,178,False,A6UPK8_3.6.5.3_vs_121p_A_visualization.png,A6UPK8_3.6.5.3_vs_121p_A_aligned.pdb
A6UTL4,3.6.5.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6UTL4_3.6.5.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,4.480,562,False,A6UTL4_3.6.5.3_vs_121p_A_visualization.png,A6UTL4_3.6.5.3_vs_121p_A_aligned.pdb
A9AAA4,3.6.5.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A9AAA4_3.6.5.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.522,176,False,A9AAA4_3.6.5.3_vs_121p_A_visualization.png,A9AAA4_3.6.5.3_vs_121p_A_aligned.pdb
A4FWW9,3.6.5.3,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4FWW9_3.6.5.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,9.857,135,False,A4FWW9_3.6.5.3_vs_121p_A_visualization.png,A4FWW9_3.6.5.3_vs_121p_A_aligned.pdb
A0KGD3,2.7.2.3,2x14,A,2x14A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KGD3_2.7.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2x14_A.pdb,5.504,2223,False,A0KGD3_2.7.2.3_vs_2x14_A_visualization.png,A0KGD3_2.7.2.3_vs_2x14_A_aligned.pdb
A0L0K6,2.7.2.3,2x14,A,2x14A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L0K6_2.7.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2x14_A.pdb,4.037,2133,False,A0L0K6_2.7.2.3_vs_2x14_A_visualization.png,A0L0K6_2.7.2.3_vs_2x14_A_aligned.pdb
A0JWP8,2.7.2.3,2x14,A,2x14A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JWP8_2.7.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2x14_A.pdb,3.923,2190,False,A0JWP8_2.7.2.3_vs_2x14_A_visualization.png,A0JWP8_2.7.2.3_vs_2x14_A_aligned.pdb
A0LJZ1,2.7.2.3,2x14,A,2x14A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LJZ1_2.7.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2x14_A.pdb,3.567,2274,False,A0LJZ1_2.7.2.3_vs_2x14_A_visualization.png,A0LJZ1_2.7.2.3_vs_2x14_A_aligned.pdb
A0ALE2,2.7.2.3,2x14,A,2x14A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0ALE2_2.7.2.3.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_2x14_A.pdb,5.033,2433,False,A0ALE2_2.7.2.3_vs_2x14_A_visualization.png,A0ALE2_2.7.2.3_vs_2x14_A_aligned.pdb
A1JRY6,2.7.7.87,3vth,A,3vthA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1JRY6_2.7.7.87.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3vth_A.pdb,2.009,749,False,A1JRY6_2.7.7.87_vs_3vth_A_visualization.png,A1JRY6_2.7.7.87_vs_3vth_A_aligned.pdb
A1IP83,2.7.7.87,3vth,A,3vthA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1IP83_2.7.7.87.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3vth_A.pdb,5.770,661,False,A1IP83_2.7.7.87_vs_3vth_A_visualization.png,A1IP83_2.7.7.87_vs_3vth_A_aligned.pdb
